created_at,mean_score,median_score,std_dev,count,pct_blame_west,pct_cta
2022-03-24,2.0,2.0,,1,1.0,0.0
2022-05-01,2.0,2.0,,1,1.0,0.0
2022-05-10,2.0,2.0,,1,1.0,0.0
2022-05-12,3.0,3.0,1.41,2,1.0,0.5
2022-05-14,3.0,3.0,1.41,2,1.0,1.0
2022-05-17,2.0,2.0,,1,0.0,0.0
2022-05-18,2.0,2.0,,1,1.0,1.0
2022-05-19,2.0,2.0,,1,1.0,0.0
2022-05-20,2.0,2.0,,1,1.0,0.0
2022-05-21,1.4,2.0,0.89,5,1.0,0.2
2022-05-22,2.0,2.0,0.0,2,1.0,0.0
2022-05-23,2.0,2.0,,1,0.0,0.0
2022-05-24,4.0,2.0,3.46,3,0.67,0.0
2022-05-27,2.0,2.0,0.0,2,1.0,0.5
2022-05-30,8.0,8.0,,1,1.0,1.0
2022-05-31,2.0,2.0,,1,1.0,1.0
2022-06-01,2.0,2.0,,1,1.0,1.0
2022-06-05,1.0,1.0,1.41,2,0.0,0.0
2022-06-08,2.0,2.0,,1,1.0,0.0
2022-06-09,2.0,2.0,,1,1.0,0.0
2022-06-10,1.5,1.5,0.71,2,0.5,0.0
2022-06-11,2.0,2.0,,1,0.0,0.0
2022-06-12,2.0,2.0,,1,1.0,0.0
2022-06-14,2.0,2.0,,1,1.0,0.0
2022-06-15,2.0,2.0,2.0,3,0.33,0.0
2022-06-16,0.0,0.0,,1,0.0,0.0
2022-06-19,2.0,2.0,,1,1.0,1.0
2022-06-21,2.0,2.0,,1,0.0,0.0
2022-06-22,6.0,6.0,,1,1.0,0.0
2022-06-27,2.0,2.0,,1,1.0,1.0
2022-07-02,0.0,0.0,,1,0.0,0.0
2022-07-04,2.0,2.0,0.0,2,0.0,0.0
2022-07-05,4.0,4.0,,1,1.0,0.0
2022-07-06,2.0,2.0,,1,0.0,1.0
2022-07-10,2.0,2.0,0.0,2,1.0,0.5
2022-07-12,2.0,2.0,,1,0.0,0.0
2022-07-19,2.0,2.0,,1,0.0,0.0
2022-07-27,2.0,2.0,0.0,2,1.0,0.0
2022-08-02,0.0,0.0,,1,0.0,0.0
2022-08-05,2.0,2.0,,1,0.0,0.0
2022-08-07,2.0,2.0,0.0,2,0.5,0.5
2022-08-09,2.0,2.0,,1,1.0,0.0
2022-08-10,2.0,2.0,,1,1.0,0.0
2022-08-11,2.0,2.0,,1,0.0,0.0
2022-08-12,2.0,2.0,0.0,2,0.5,0.0
2022-08-13,0.0,0.0,,1,0.0,0.0
2022-08-14,2.0,2.0,0.0,4,0.5,0.0
2022-08-15,2.0,2.0,,1,0.0,0.0
2022-08-17,0.0,0.0,,1,0.0,0.0
2022-08-18,2.0,2.0,,1,1.0,0.0
2022-08-21,0.0,0.0,,1,0.0,0.0
2022-08-22,2.0,2.0,,1,0.0,0.0
2022-08-23,2.0,2.0,0.0,3,1.0,0.67
2022-08-24,4.0,4.0,,1,1.0,0.0
2022-08-27,2.0,2.0,0.0,2,0.5,0.5
2022-08-28,2.0,2.0,,1,0.0,0.0
2022-08-29,2.0,2.0,,1,1.0,0.0
2022-08-30,2.0,2.0,0.0,3,0.67,0.0
2022-08-31,2.0,2.0,,1,1.0,0.0
2022-09-02,6.0,6.0,,1,0.0,0.0
2022-09-05,3.0,3.0,1.41,2,1.0,0.0
2022-09-06,2.0,2.0,0.0,2,0.5,0.5
2022-09-07,3.0,3.0,1.41,2,0.5,0.0
2022-09-13,4.0,4.0,,1,1.0,0.0
2022-09-14,2.0,2.0,0.0,2,0.0,0.0
2022-09-15,2.0,2.0,0.0,4,0.5,0.25
2022-09-17,2.0,2.0,0.0,4,0.75,0.0
2022-09-18,2.0,2.0,,1,0.0,1.0
2022-09-19,1.5,2.0,1.0,4,0.5,0.0
2022-09-21,8.0,8.0,,1,1.0,0.0
2022-09-22,1.0,1.0,1.41,2,0.5,0.0
2022-09-23,2.0,2.0,0.0,2,0.5,0.5
2022-09-25,2.0,2.0,0.0,2,0.5,0.0
2022-09-26,2.0,2.0,,1,1.0,0.0
2022-09-27,2.0,2.0,,1,1.0,0.0
2022-09-28,5.0,6.0,3.83,4,0.75,0.25
2022-09-30,2.0,2.0,2.0,3,0.33,0.33
2022-10-01,0.5,0.5,0.71,2,0.5,1.0
2022-10-02,0.33,0.0,0.58,3,0.0,0.0
2022-10-06,2.0,2.0,0.0,2,0.0,0.5
2022-10-07,2.0,2.0,,1,1.0,0.0
2022-10-10,2.0,2.0,,1,1.0,1.0
2022-10-11,2.0,2.0,,1,1.0,1.0
2022-10-13,2.0,2.0,1.63,4,0.75,0.5
2022-10-14,2.0,2.0,0.0,2,0.5,0.5
2022-10-18,2.0,2.0,0.0,3,0.67,1.0
2022-10-19,0.67,0.0,1.15,3,0.33,0.33
2022-10-24,2.0,2.0,,1,1.0,0.0
2022-10-25,1.0,1.0,1.41,2,0.5,0.0
2022-10-27,2.0,2.0,,1,1.0,1.0
2022-10-28,2.0,2.0,0.0,3,0.67,0.67
2022-10-29,2.0,2.0,,1,1.0,0.0
2022-10-30,0.0,0.0,,1,0.0,0.0
2022-10-31,2.0,2.0,,1,1.0,0.0
2022-11-01,3.0,3.0,1.41,2,0.5,0.5
2022-11-02,6.0,6.0,,1,0.0,1.0
2022-11-03,0.0,0.0,,1,0.0,0.0
2022-11-06,1.0,1.0,,1,0.0,0.0
2022-11-10,2.0,2.0,,1,0.0,0.0
2022-11-11,2.0,2.0,,1,1.0,0.0
2022-11-16,1.0,1.0,,1,1.0,0.0
2022-11-19,2.0,2.0,,1,0.0,0.0
2022-11-20,2.0,2.0,,1,1.0,1.0
2022-11-22,2.0,2.0,0.0,2,0.5,0.5
2022-11-26,0.0,0.0,,1,0.0,1.0
2022-11-30,2.0,2.0,,1,1.0,0.0
2022-12-05,2.0,2.0,,1,1.0,0.0
2022-12-06,1.6,2.0,0.89,5,0.6,0.0
2022-12-07,2.0,2.0,,1,0.0,0.0
2022-12-09,3.0,3.0,1.41,2,0.5,0.0
2022-12-10,2.0,2.0,0.0,2,0.5,0.0
2022-12-12,2.0,2.0,0.0,2,1.0,0.0
2022-12-13,2.0,2.0,,1,0.0,0.0
2022-12-14,1.33,2.0,1.15,3,0.33,0.0
2022-12-15,2.0,2.0,0.0,5,0.6,0.2
2022-12-17,2.0,2.0,,1,1.0,0.0
2022-12-18,2.0,2.0,,1,1.0,0.0
2022-12-19,2.0,2.0,0.0,2,0.5,0.5
2022-12-20,2.0,2.0,,1,1.0,1.0
2022-12-21,2.0,2.0,,1,1.0,0.0
2022-12-22,4.0,4.0,,1,1.0,1.0
2022-12-24,2.0,2.0,0.0,3,1.0,0.0
2022-12-25,2.0,2.0,,1,0.0,0.0
2022-12-27,2.0,2.0,,1,0.0,0.0
2022-12-29,2.0,2.0,,1,0.0,0.0
2023-01-01,2.0,2.0,,1,0.0,1.0
2023-01-02,4.0,4.0,,1,1.0,1.0
2023-01-04,2.0,2.0,,1,0.0,0.0
2023-01-05,2.0,2.0,,1,0.0,0.0
2023-01-06,2.0,2.0,,1,0.0,0.0
2023-01-07,1.0,1.0,,1,1.0,0.0
2023-01-09,2.0,2.0,,1,0.0,0.0
2023-01-10,2.0,2.0,0.0,2,0.5,1.0
2023-01-11,2.0,2.0,,1,0.0,0.0
2023-01-12,2.0,2.0,,1,1.0,1.0
2023-01-13,2.0,2.0,0.0,2,1.0,0.0
2023-01-14,1.0,1.0,1.41,2,0.5,0.0
2023-01-15,2.4,2.0,3.29,5,0.6,0.6
2023-01-16,0.0,0.0,,1,0.0,0.0
2023-01-18,2.0,2.0,,1,0.0,0.0
2023-01-21,2.0,2.0,,1,1.0,0.0
2023-01-22,2.0,2.0,0.0,2,0.5,0.0
2023-01-23,2.0,2.0,0.0,2,1.0,0.0
2023-01-24,1.5,2.0,1.0,4,1.0,0.0
2023-01-25,2.0,2.0,,1,1.0,0.0
2023-01-26,6.5,6.5,0.71,2,1.0,1.0
2023-01-27,3.75,3.5,1.71,4,1.0,0.25
2023-01-28,3.0,2.0,3.0,5,0.4,0.4
2023-01-29,3.0,2.0,2.0,4,1.0,0.25
2023-01-30,2.0,2.0,0.0,4,1.0,0.5
2023-01-31,2.0,2.0,0.0,2,0.5,0.0
2023-02-01,3.71,2.0,2.93,7,0.43,0.14
2023-02-02,1.75,2.0,0.5,4,0.5,0.5
2023-02-03,2.0,2.0,0.0,2,1.0,0.5
2023-02-04,2.0,2.0,,1,0.0,0.0
2023-02-06,2.0,2.0,,1,1.0,1.0
2023-02-07,2.0,2.0,,1,1.0,0.0
2023-02-08,3.33,2.0,2.31,3,1.0,0.33
2023-02-12,2.0,2.0,,1,1.0,1.0
2023-02-14,2.0,2.0,,1,1.0,1.0
2023-02-15,2.0,2.0,,1,0.0,0.0
2023-02-16,2.5,2.0,1.0,4,0.75,0.5
2023-02-20,6.0,6.0,,1,0.0,0.0
2023-02-21,5.0,5.0,4.24,2,1.0,0.5
2023-02-22,4.0,4.0,,1,1.0,1.0
2023-02-23,2.0,2.0,0.0,3,1.0,0.33
2023-02-24,3.0,3.0,,1,1.0,0.0
2023-02-25,5.0,5.0,4.24,2,1.0,0.0
2023-02-27,4.0,4.0,4.0,3,0.67,0.0
2023-02-28,8.0,8.0,,1,1.0,1.0
2023-03-01,2.0,2.0,,1,1.0,1.0
2023-03-04,2.0,2.0,,1,1.0,0.0
2023-03-05,3.0,3.0,,1,1.0,1.0
2023-03-07,2.0,2.0,0.0,2,0.5,0.5
2023-03-10,2.0,2.0,,1,0.0,0.0
2023-03-13,2.0,2.0,,1,1.0,0.0
2023-03-16,4.0,4.0,,1,1.0,1.0
2023-03-18,4.0,4.0,,1,1.0,1.0
2023-03-20,4.0,4.0,,1,1.0,0.0
2023-03-21,2.0,2.0,0.0,2,0.5,0.0
2023-03-22,1.0,1.0,1.41,2,0.0,0.0
2023-03-23,2.33,2.0,0.58,3,0.67,0.33
2023-03-26,6.0,6.0,,1,1.0,1.0
2023-03-27,8.0,8.0,,1,1.0,0.0
2023-03-28,2.0,2.0,,1,1.0,1.0
2023-03-30,6.0,6.0,,1,1.0,0.0
2023-04-01,2.5,2.5,0.71,2,0.5,0.5
2023-04-03,2.0,2.0,0.0,2,0.5,0.5
2023-04-04,2.0,2.0,0.0,3,0.33,0.0
2023-04-05,0.0,0.0,,1,0.0,0.0
2023-04-07,6.0,6.0,,1,0.0,0.0
2023-04-10,4.25,4.5,3.86,4,0.5,0.0
2023-04-13,6.0,6.0,,1,1.0,0.0
2023-04-14,1.0,1.0,1.41,2,0.0,0.0
2023-04-15,2.0,2.0,0.0,2,0.5,1.0
2023-04-16,2.0,2.0,,1,0.0,0.0
2023-04-20,2.0,2.0,,1,0.0,0.0
2023-04-21,2.0,2.0,,1,1.0,1.0
2023-04-24,0.0,0.0,,1,0.0,0.0
2023-04-26,2.0,2.0,0.0,2,1.0,0.0
2023-05-05,2.0,2.0,,1,1.0,0.0
2023-05-06,2.0,2.0,0.0,2,1.0,0.0
2023-05-07,2.0,2.0,,1,1.0,0.0
2023-05-11,2.0,2.0,,1,1.0,0.0
2023-05-12,2.0,2.0,,1,0.0,0.0
2023-05-15,2.0,2.0,,1,1.0,0.0
2023-05-16,2.0,2.0,0.0,6,1.0,0.17
2023-05-19,2.0,2.0,0.0,2,0.5,0.5
2023-05-20,1.67,2.0,0.82,6,0.33,0.17
2023-05-21,2.57,2.0,2.51,7,0.57,0.57
2023-05-22,1.67,2.0,0.82,6,0.33,0.0
2023-05-23,1.0,1.0,1.41,2,0.5,0.0
2023-05-24,2.0,2.0,0.0,3,0.67,0.33
2023-05-27,2.0,2.0,0.0,2,1.0,0.0
2023-05-28,2.0,2.0,0.0,2,0.5,0.5
2023-05-30,2.0,2.0,,1,1.0,0.0
2023-05-31,0.67,0.0,1.15,3,0.0,0.0
2023-06-01,2.0,2.0,,1,1.0,1.0
2023-06-02,2.0,2.0,,1,0.0,0.0
2023-06-05,2.0,2.0,0.0,3,1.0,1.0
2023-06-07,2.0,2.0,,1,1.0,1.0
2023-06-08,2.0,2.0,0.0,2,0.5,0.5
2023-06-10,1.0,1.0,1.41,2,0.5,0.0
2023-06-12,2.0,2.0,0.0,3,0.67,0.67
2023-06-13,2.0,2.0,,1,0.0,0.0
2023-06-14,2.0,2.0,0.0,3,0.67,0.0
2023-06-16,2.5,2.0,1.0,4,1.0,0.75
2023-06-17,2.0,2.0,,1,1.0,0.0
2023-06-18,2.0,2.0,0.0,2,1.0,1.0
2023-06-19,3.0,3.0,1.41,2,1.0,0.0
2023-06-21,2.0,2.0,0.0,2,1.0,0.0
2023-06-22,2.0,2.0,0.0,2,0.5,0.0
2023-06-23,2.0,2.0,0.0,2,0.5,0.0
2023-06-24,3.67,3.0,2.08,3,0.67,0.0
2023-06-26,1.75,2.0,0.5,4,0.25,0.25
2023-06-29,1.25,1.5,0.96,4,0.0,0.0
2023-06-30,0.0,0.0,,1,0.0,0.0
2023-07-01,2.0,2.0,,1,0.0,0.0
2023-07-03,4.0,4.0,,1,1.0,0.0
2023-07-04,2.67,2.0,1.15,3,1.0,1.0
2023-07-07,2.0,2.0,,1,1.0,1.0
2023-07-11,3.2,2.0,2.68,5,0.6,0.4
2023-07-12,2.0,2.0,0.0,3,0.67,0.33
2023-07-15,2.0,2.0,,1,0.0,1.0
2023-07-16,2.0,2.0,0.0,3,0.67,0.67
2023-07-17,2.0,2.0,0.0,2,0.5,0.0
2023-07-20,2.0,2.0,0.0,3,0.67,0.0
2023-07-21,1.71,2.0,0.76,7,0.86,0.57
2023-07-23,2.0,2.0,0.0,2,0.5,0.0
2023-07-25,2.0,2.0,,1,0.0,0.0
2023-07-26,1.2,2.0,1.1,5,0.6,0.0
2023-07-28,2.5,2.0,1.0,4,0.75,0.25
2023-07-29,2.0,2.0,,1,0.0,0.0
2023-07-30,2.0,2.0,,1,1.0,0.0
2023-07-31,1.0,1.0,1.41,2,0.5,0.0
2023-08-01,2.0,2.0,0.0,5,0.2,0.0
2023-08-03,2.0,2.0,,1,1.0,0.0
2023-08-04,0.0,0.0,,1,0.0,1.0
2023-08-07,6.0,6.0,,1,0.0,0.0
2023-08-08,2.0,2.0,0.0,3,0.0,0.33
2023-08-09,2.0,2.0,,1,1.0,0.0
2023-08-10,2.0,2.0,0.0,2,1.0,1.0
2023-08-12,2.0,2.0,,1,1.0,1.0
2023-08-13,1.0,1.0,1.41,2,0.5,0.5
2023-08-14,0.0,0.0,,1,0.0,0.0
2023-08-15,2.0,2.0,,1,1.0,0.0
2023-08-16,2.0,2.0,,1,1.0,0.0
2023-08-17,2.5,2.0,1.0,4,1.0,0.25
2023-08-18,1.0,1.0,1.41,2,0.5,0.5
2023-08-19,2.0,2.0,,1,1.0,0.0
2023-08-22,2.0,2.0,,1,0.0,0.0
2023-08-23,2.67,2.0,1.15,3,1.0,0.67
2023-08-24,1.33,2.0,1.15,3,1.0,0.0
2023-08-27,3.0,3.0,,1,1.0,1.0
2023-08-28,2.0,2.0,0.0,3,1.0,0.67
2023-08-30,1.5,2.0,1.0,4,0.5,0.75
2023-08-31,4.0,4.0,2.83,2,1.0,0.5
2023-09-01,2.0,2.0,0.0,2,0.0,0.5
2023-09-02,2.0,2.0,,1,1.0,0.0
2023-09-03,2.0,2.0,0.0,2,0.5,1.0
2023-09-05,3.0,3.0,1.41,2,1.0,0.5
2023-09-06,2.0,2.0,,1,1.0,1.0
2023-09-07,2.0,2.0,,1,1.0,1.0
2023-09-08,3.0,3.0,1.41,2,0.5,0.5
2023-09-10,0.0,0.0,,1,0.0,0.0
2023-09-11,2.0,2.0,,1,0.0,0.0
2023-09-12,2.0,2.0,0.0,2,1.0,0.5
2023-09-13,2.0,2.0,0.0,3,0.33,0.0
2023-09-14,2.0,2.0,0.0,2,1.0,0.0
2023-09-17,2.0,2.0,,1,1.0,0.0
2023-09-18,2.0,2.0,,1,1.0,0.0
2023-09-20,4.0,4.0,,1,1.0,1.0
2023-09-21,2.0,2.0,,1,0.0,0.0
2023-09-22,6.0,6.0,,1,1.0,0.0
2023-09-23,2.75,2.0,2.22,4,1.0,0.25
2023-09-24,2.0,2.0,0.0,2,1.0,0.0
2023-09-25,2.0,2.0,,1,1.0,1.0
2023-09-26,2.0,2.0,0.0,2,1.0,1.0
2023-09-27,3.0,3.0,,1,1.0,0.0
2023-09-28,2.0,2.0,,1,1.0,1.0
2023-09-29,1.33,2.0,1.15,3,0.67,0.33
2023-09-30,1.0,1.0,1.41,2,1.0,0.5
2023-10-02,2.0,2.0,,1,1.0,1.0
2023-10-04,3.0,3.0,1.41,2,1.0,0.5
2023-10-06,1.0,1.0,1.41,2,1.0,0.0
2023-10-07,4.5,4.5,2.38,4,0.5,0.5
2023-10-08,2.0,2.0,0.0,2,0.5,0.5
2023-10-11,3.0,3.0,1.41,2,0.5,0.5
2023-10-12,2.0,2.0,,1,1.0,1.0
2023-10-13,2.0,2.0,,1,1.0,1.0
2023-10-15,2.0,2.0,,1,1.0,0.0
2023-10-16,3.67,3.0,2.08,3,1.0,0.33
2023-10-17,2.0,3.0,1.73,3,0.67,0.33
2023-10-20,4.0,4.0,,1,1.0,0.0
2023-10-21,6.0,6.0,,1,1.0,0.0
2023-10-22,2.0,2.0,0.0,2,1.0,0.0
2023-10-23,4.12,3.0,2.53,8,0.88,0.62
2023-10-24,1.33,2.0,1.15,3,0.67,0.67
2023-10-25,2.0,2.0,0.0,2,1.0,0.5
2023-10-27,4.0,4.0,,1,1.0,1.0
2023-10-28,4.5,4.5,3.54,2,1.0,0.5
2023-10-31,2.0,2.0,,1,1.0,1.0
2023-11-01,0.0,0.0,,1,0.0,0.0
2023-11-02,2.0,2.0,,1,1.0,1.0
2023-11-04,2.0,2.0,0.0,2,0.5,1.0
2023-11-06,0.0,0.0,,1,0.0,1.0
2023-11-10,2.0,2.0,,1,1.0,0.0
2023-11-11,4.0,4.0,0.0,2,1.0,1.0
2023-11-13,5.0,5.0,4.24,2,1.0,0.0
2023-11-15,2.0,2.0,,1,0.0,0.0
2023-11-21,2.0,2.0,0.0,2,0.5,1.0
2023-11-24,1.0,1.0,,1,0.0,0.0
2023-11-25,2.0,2.0,,1,0.0,0.0
2023-11-28,2.0,2.0,0.0,2,1.0,0.0
2023-11-29,1.0,1.0,1.0,3,0.0,0.0
2023-11-30,2.0,2.0,,1,1.0,0.0
2023-12-01,2.0,2.0,0.0,2,1.0,0.0
2023-12-02,1.0,1.0,1.41,2,0.5,0.5
2023-12-03,2.0,2.0,,1,1.0,0.0
2023-12-04,2.0,2.0,,1,1.0,1.0
2023-12-07,4.0,4.0,2.83,2,1.0,0.5
2023-12-08,1.0,1.0,,1,1.0,1.0
2023-12-09,0.0,0.0,,1,0.0,0.0
2023-12-11,2.0,2.0,,1,0.0,1.0
2023-12-13,2.0,2.0,,1,1.0,0.0
2023-12-15,2.0,2.0,,1,0.0,0.0
2023-12-17,3.33,2.0,2.31,3,1.0,0.67
2023-12-18,3.33,2.0,2.31,3,0.67,0.67
2023-12-20,2.0,2.0,0.0,2,1.0,0.5
2023-12-21,2.0,2.0,,1,1.0,0.0
2023-12-22,2.0,2.0,0.0,3,0.67,0.33
2023-12-23,3.0,3.0,,1,0.0,0.0
2023-12-25,2.0,2.0,,1,1.0,0.0
2023-12-26,2.0,2.0,0.0,3,0.67,0.33
2023-12-27,2.0,2.0,,1,1.0,1.0
2023-12-28,3.0,3.0,,1,1.0,0.0
2023-12-29,0.0,0.0,,1,0.0,0.0
2023-12-30,2.0,2.0,0.0,3,0.67,1.0
2023-12-31,2.0,2.0,0.0,2,0.5,0.0
2024-01-01,2.0,2.0,0.0,3,1.0,0.67
2024-01-02,3.0,3.0,1.15,4,1.0,0.5
2024-01-03,2.0,2.0,0.0,3,0.67,0.33
2024-01-04,0.67,0.0,1.15,3,0.33,0.33
2024-01-05,2.0,2.0,0.0,4,1.0,0.0
2024-01-06,4.67,6.0,2.31,3,1.0,1.0
2024-01-07,2.0,2.0,0.0,2,0.0,0.5
2024-01-08,2.0,2.0,0.0,2,0.5,0.5
2024-01-09,3.6,2.0,2.19,5,0.6,0.0
2024-01-10,2.0,2.0,,1,1.0,0.0
2024-01-11,2.67,2.0,1.15,3,0.67,0.33
2024-01-12,4.0,4.0,,1,1.0,0.0
2024-01-13,2.0,2.0,,1,1.0,1.0
2024-01-17,2.0,2.0,,1,1.0,1.0
2024-01-18,2.0,2.0,0.0,2,1.0,0.5
2024-01-19,1.5,2.0,1.0,4,0.25,0.25
2024-01-20,3.33,2.0,2.31,3,1.0,0.67
2024-01-21,0.0,0.0,,1,0.0,1.0
2024-01-23,2.0,2.0,,1,1.0,0.0
2024-01-25,2.0,2.0,0.0,9,1.0,0.67
2024-01-26,1.0,1.0,1.41,2,0.5,0.5
2024-01-28,5.0,6.0,2.65,3,1.0,0.0
2024-01-29,2.5,2.5,0.71,2,0.5,0.5
2024-01-31,1.83,2.0,0.41,6,0.83,0.5
2024-02-01,2.0,2.0,0.0,2,1.0,1.0
2024-02-02,2.0,2.0,0.0,3,1.0,1.0
2024-02-03,2.0,2.0,0.0,3,1.0,1.0
2024-02-04,1.8,2.0,0.45,5,0.4,0.4
2024-02-06,0.0,0.0,,1,0.0,0.0
2024-02-07,2.0,2.0,,1,1.0,1.0
2024-02-08,2.0,2.0,0.0,2,1.0,0.5
2024-02-09,2.0,2.0,,1,1.0,0.0
2024-02-10,3.33,4.0,1.41,9,0.89,0.89
2024-02-11,3.0,3.0,1.41,2,1.0,1.0
2024-02-12,4.0,4.0,0.0,2,1.0,1.0
2024-02-13,0.0,0.0,,1,0.0,1.0
2024-02-14,2.5,2.0,1.0,4,0.75,0.5
